Label,Message
0,hey kate hope ur ok give buz wedlunch go outsomewhere adrink towncud go 2watershd bit ppl fromwrk bthere love petexxx
0,cos daddy arranging time wat time fetch mah
0,ned convince tht possible witot hurting feeling main
0,ffffffffff alright way meet sooner
0,wont get concentration dear know mind everything
0,im going dinner soon
0,slave want take pictures today bright light cell phone bright light
0,dear good morning
1,someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p
0,ahhh work vaguely remember feel like lol
0,yes fine love safe
0,sucks ill go hair youll free right
0,nope think go monday sorry replied late
1,xmas new years eve tickets sale club day 10am till 8pm thurs fri sat night week theyre selling fast
1,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy
0,im okay chasing dream whats good next
0,im awake oh whats
0,boo im way moms shes making tortilla soup yummmm
0,gonna ask lol think
1,08714712388 10am7pm cost 10p
1,call 09095350301 send girls erotic ecstacy 60pmin stop texts call 08712460324 nat rate
0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
0,yup lunch buffet eat already
1,customer loyalty offerthe new nokia6650 mobile £10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
0,add dont really care cant least get dude fuck hey money want
0,super dagood replacement murali
0,going thru different feelingwavering decisions coping individualtime heal everything believe
0,datoday also forgot
0,lol forgot eh yes ill bring babe
0,home lei
0,hi probably much fun get message thought id txt cos im bored james farting night
0,dear take care reaching homelove lot
0,wasnt well babe swollen glands throat end
0,missed havent much bit bored holiday want go bak college sad isnt itxx
0,like dis sweater fr mango size already irritating
0,boo time get supposed take shopping today
0,eat fo lunch senor
0,thanx sending home
0,dont kick coco hes
1,sms ac sun0819 posts helloyou seem cool wanted say hi hi stop send stop 62468
0,supposed wake gt
0,told number gautham
0,tirupur call da
0,buzz hey love think hope day goes well sleep miss babe long moment together againloving smile
0,yay better told girls either
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
1,important customer service announcement call freephone 0800 542 0825
0,ill sure get noon see whats
0,reach orchard already wan go buy tickets first
0,checking
0,oic saw tot din found group liao
0,hopeing wasn‘t pissed remember gone sisters something
0,wylie tampa sarasota
0,hows weather
0,crazy ar hes married like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go
0,sad puppy noise
0,problem baby good time talk called left message
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx
0,like talk pa able dont know
0,babe love covers face kisses
0,great princess love giving receiving oral doggy style fave position enjoy making love ltgt times per night
0,yup comin
0,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe
0,lol well dont without could big sale together
0,oops ltgt
0,shb ok lor thanx
0,yeah fact asked needed anything like hour ago much
0,juz remembered gotta bathe dog today
0,greatest test courage earth bear defeat without losing heartgn tc
0,thats significant dont worry
0,heehee funny tho
0,know friend already told
0,dear got train seat mine lower seat
0,please leave topicsorry telling
0,ill meet lobby
0,die want stuffs
0,sorry man accidentally left phone silent last night didnt check til got
0,don‘t worry we‘ll finished march ish
0,message great doctor india drink appy fizz contains cancer causing age
0,clothes jewelry trips
0,cant wait see photos useful
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
0,exwife able kids want kids one day
0,tension face smiling face waste face innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
0,said text one time
0,still havent collected dough pls let know go place sent get control number
0,esplanade mind giving lift cos got car today
0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one
0,got lousy sleep kept waking every hours see cat wanted come worry cold
0,baby promise treat well bet take good care
0,alright tylers got minor crisis home sooner thought asap
0,ask meeting da ge tmr nite
0,baaaaabe misss youuuuu go teach class
0,oh god happy see message days
0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
0,pls ask macho much budget bb bold cos saw new one ltgt dollars
0,well boy glad wasted night applebees nothing
1,urgent call 09061749602 landline complimentary tenerife holiday £10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
0,draw vai dont think
0,love cuddle want hold strong arms right
0,wot
0,yo jp hungry like mofo
0,alright ill make sure car back tonight
0,sure night menu know noon menu
1,todays vodafone numbers ending 4882 selected receive £350 award number matches call 09064019014 receive £350 award
0,come ur home
0,stayin trouble strangersaw dave day hes sorted nowstill bloke gona get girl mrur mum still thinks get 2getha
1,simpsons movie released july 2007 name band died start film agreen day bblue day cred day send
0,let know need anything else salad desert something many beers shall get
0,cool last little getting time soon
1,call 09090900040 listen extreme dirty live chat going office right total privacy one knows sic listening 60p min 247mp 0870753331018
0,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
0,done internet connection slow can‘t send try later first thing tomo
0,heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may
0,playin space poker
0,cool let know kicks around ltgt ill day
0,love someone dont make love much love much dont want loved anyone except gud nit
0,stomach thru much trauma swear cant eat better lose weight
0,call ah
1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 call2optoutf4q
0,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed
0,drug able eat
0,youve always brainy one
1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
0,lunch come quickly open door
0,usualiam fine happy amp well
0,yeah think usual guys still passed last night get ahold anybody let know ill throw
0,come home one last time wont anything trust
0,dont want hear philosophy say happen
1,want new video phone 600 anytime network mins 400 inclusive video calls downloads per week free deltomorrow call 08002888812 reply
1,congratulations ur awarded either £500 cd gift vouchers free entry £100 weekly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
1,freemsgfeelin kinda lnly hope like keep company jst got cam moby wanna pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
1,people dogging area call 09090204448 join like minded guys arrange theres evening a£150 minapn ls278bb
0,making easy pay back ltgt yrs say pay back earlier get
0,nvm ok
0,message sent askin ltgt dollars shoul pay ltgt ltgt
0,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
0,luv soo much dont understand special ring 2morrow luv xxx
0,whos class
0,life nothing wen get everything life everything wen miss something real value people wil realized absence gud mrng
0,ha ha ha good joke girls situation seekers
0,hiya like hlday pics looked horrible took mo hows camp amrca thing speak soon serena
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins 1000 txt orange call mobileupd8 08000839402 call2optout4qf2
0,knowthis week im going tirunelvai da
0,may approve panalambut posts
1,urgent please call 09066612661 landline £5000 cash luxury canary islands holiday await collection tcs sae award 20m12aq 150ppm 16
0,feb ltgt love day send dis ur valued frnds evn comes back ull gt married person luv ignore dis lose ur luv evr
0,yup msg tat yijue tot group mate cos meeting today mah im askin leaving earlier wat mah cos mayb haf walk far
0,yes posted couple pics fb theres still snow outside im waking
0,really pig leh sleep much dad wake 10 smth eat lunch today
0,im bruce amp fowler im moms car cant park long story
0,ever green quote ever told jerry cartoon person irritates always one loves vry much fails express gud nyt
0,sorry pain ok meet another night spent late afternoon casualty means havent done stuff42moro includes time sheets sorry
0,guy flash go call call madam take care oh
0,ok also wan watch pm show
0,dont message offer
0,guess ltgt min
0,stop knowing well
0,well give cos said didn‘t one nighters persevered found one cheap apologise advance somewhere sleep isnt
0,havent forgotten might couple bucks send tomorrow love ya
0,hello going village pub either come accordingly ok
0,hungry
0,hey sexy buns day word morning ym think
0,im town ill jus take mrt later
1,received mobile content enjoy
0,ok tell stay yeah tough optimistic things improve month
0,easy mate guess quick drink bit ambitious
0,nan sonathaya soladha boss
0,pain couldnt come worse time
0,moneyas youmoney aint thinghow sha
0,gd got free ice cream oso wan
0,go write msg put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
0,speak feel words better silence gud mrng
0,yeah got one lined us
0,good afternoon babe goes day job prospects yet miss love sighs
0,erm woodland avenue somewhere get parish magazine telephone number
0,wan meet combine parts hows da rest da project going
0,yes rent expensive way save
0,quite lor dun tell wait get complacent
0,havent heard anything hes answering texts im guessing flaked said jb fantastic
0,nah cant help ive never iphone
0,thats cool want please
0,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
1,1st wk free gr8 tones str8 wk txt nokia 8007 classic nokia tones hit 8007 polys nokia150p poly200p 16
0,bluray player
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
0,ok knackered came home went sleep good full time work lark
0,many happy returns day wish happy birthday
0,sing hu think also important find someone female know place well preferably citizen also smart help navigate even things like choosing phone plan require guidance doubt ask especially girls
0,also tell said happy birthday
0,yep like pink furniture tho
0,forgot ask smth theres card da present lei want write smth sign
0,log wat sdryb8i
0,hey time driving fri go evaluation fri
0,yo im right yo work
0,dont knw pa drink milk
0,yes nigh cant aha
0,way make sure get train worc foregate street shrub hill fun night
1,weeks savamob member offers accessible call 08709501522 details savamob pobox 139 la3 2wu £150week savamob offers mobile
0,hello got st andrewsboy long way cold keep posted
0,please come imin towndontmatter urgoin outl8rjust reallyneed 2docdplease dontplease dontignore mycallsu thecd isvimportant tome 2moro
0,aight ill grab something eat text youre back mu
0,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas
0,watching movie already xy wants shop im shopping
0,hey feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,ok juz receive
0,ill meet library
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
0,like ltgt question
0,princess like make love ltgt times per night hope thats problem
0,yeah totes wanna
0,know account detailsi ask mom send youmy mom reach
0,wake long ago already dunno thing
0,true deari sat pray evening felt soso smsd time
0,dear friends sorry late information today birthday loving arpraveesh details log face book see number ltgt dont miss delicious treat
1,congratulations thanks good friend £2000 xmas prize claim easy call 08718726971 10p per minute btnationalrate
0,aight well head
1,wow boys back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u
0,donno genes something
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
1,urgent urgent 800 free flights europe give away call b4 10th sept take friend free call claim 09050000555 ba128nnfwfly150ppm
1,free 1st week no1 nokia tone ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
0,thats cool day
1,new message please call 08715205273
0,hmmmkbut want change field quickly dai wanna get system administrator network administrator
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
0,thk em find wtc far weiyi goin rest dunno yet ur goin dinner den might able join
0,thank meet monday
0,lol grins im babe thanks thinking
0,ya taking ure practical lessons start june
0,happy new year no1 man
0,aight yo dats straight dogg
0,fyi im taking quick shower epsilon like ltgt min
1,private 2003 account statement shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
0,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kisses xxx
0,career tel added contact indyarockscom send free sms remove phonebook sms ltgt
0,telling coulda real valentine wasnt never pick nothing
0,yes please swimming
0,ok anyway need change said
0,part checking iq
0,much cost approx per month
0,cha quiteamuzing thatscool babeprobpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portions please
1,bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 10pmin stop texts call 08712460324
0,im ready ltgt
0,project frens lor
0,promise getting soon youll text morning let know made ok
0,aiyo lesson early im still sleepin haha okie go home liao den confirm lor
0,ok good later come find lucky told go earlier later pple take finish
0,also chat awesome dont make regular unless see person
0,part dont initiate dont understand
0,mom wants know
0,yeah dont see
0,okay soon best
0,well like actually called someone punto woulda worse
0,wake ltgt morning
0,nvm im going wear sport shoes anyway im going late leh
0,uncle checking rewarding month
0,happy birthday may ur dreams come true
0,appt lttimegt fault dont listen told twice
1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx
0,oh kim watching
0,hey pple700 900 nightsexcellent location wif breakfast hamper
0,yup bathe liao
0,sicomo nolistened2the plaid albumquite gdthe new air1 hilariousalso boughtbraindancea compofstuff aphexs abelu hav2hear itc sn xxxx
1,u’ve bin awarded £50 play instant cash call 08715203028 claim every 9th player wins min £50£500 optout 08718727870
0,im gloucesterroad uup later
0,still playing gautham
0,ur sis
0,im hungry buy smth home
0,sounds great home
0,womdarfull actor
1,secret admirer looking make contact ufind rreveal thinks ur specialcall 09058094594
1,sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr 82277 £150 sptyrone
0,sister belongs family hope tomorrow pray herwho fated shoranur train incident lets hold hands together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pass stop violence women
1,moby pub quizwin £100 high street prize know new duchess cornwall txt first name 82277unsub stop £150 008704050406 sp
0,sort code acc bank natwest reply confirm ive sent right person
0,kkcongratulation
0,lol oh got friend dog
0,change one next escalator
0,ok thanx
0,bruce downs amp fletcher
0,literally bed like ltgt hours
0,road cant txt
0,ta jobs available let know please cos really need start working
0,ok later showing around 8830 want cld drink wld prefer spend money nosh dont mind nxt wk
0,yup leaving right back soon
0,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh
0,dear reach
0,ok lor buy wat
0,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe
0,well im desperate ill call armand
0,yes know cheesy songs frosty snowman
0,said look pretty wif long hair wat thk hes cutting quite short leh
1,want xmas 100 free text messages new video phone half price line rental call free 0800 0721072 find
0,oh baby house come dont new pictures facebook
0,dont respond imma assume youre still asleep imma start calling shit
0,send number give reply tomorrow morning said like ok
1,nokia 6230 plus free digital camera get win free auction take part send nokia 83383 pobox11414tcrw1 16
0,fuuuuck need stop sleepin sup
0,im free
0,yep great loxahatchee xmas tree burning ltgt starts hour
0,unless situation go gurl would appropriate
0,test earlier appreciate call tomorrow
1,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player £500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
0,ok asked money far
0,detroit home snow enjoy
0,makes sense btw carlos difficult guys gonna smoke go pick second batch get gas
0,sam eachother meet go house
0,thank princess want see nice juicy booty
0,simple arithmetic percentages
0,nothis kallis home groundamla home town durban
0,home watching tv lor
0,serious like proper tongued
0,effect irritation ignore
1,guess somebody know secretly fancies wanna find give us call 09065394973 landline datebox1282essexcm61xn 150pmin 18
0,missionary hook doggy hook standing
0,tunji hows queen wishing great day abiola
0,whats coming hill monster hope great day things going fine busy though
0,nt joking seriously told
0,printed oh ltgt come upstairs
0,get library
0,howz painit come todaydo said ystrdayice medicine
0,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
1,freemessage jamsterget crazy frog sound poly text mad1 real text mad2 88888 crazy sounds gbpweek 16only tcs apply
0,really crashed cuddled sofa
0,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need studdying ear training
1,upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer ends 26th july tcs apply optout available
0,sent lanre fakeyes eckankar details mail box
0,didnt search online let know
0,sorry going home first daddy come fetch later
0,much would cost hire hitman
0,sweet well princess please tell likes dislikes bed
